seccion,numero seccion,circuito,codigo circuito,centro de votacion,mesa,UNITE POR LA LIBERTAD Y LA DIGNIDAD P195,PARTIDO HUMANISTA P22,CORDOBA CAMBIA A500,ENCUENTRO VECINAL CORDOBA P217,UCeDe 20,POLITICA ABIERTA PARA LA INTEGRIDAD SOCIAL P231,UCR 3,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES A830,MOVIMIENTO DE AVANZADA SOCIALISTA P238,HACEMOS POR CORDOBA A601,MOVIMIENTO DE ACCION VECINAL P57,VECINALISMO INDEPENDIENTE P191,UNION CIUDADANA P200,MST - NUEVA IZQUIERDA A300,TOTAL VOTOS AGRUPACIONES POLITICA,VOTOS EN BLANCO,VOTOS NULOS,VOTOS RECURRIDOS,TOTAL DE VOTOS ESCRUTADOS
Tercero Arriba,23,OLIVA,344,C0LEGIO SAGRADO CORAZON,8108,0,2,54,5,17,0,33,4,0,118,0,2,2,1,238,3,4,0,248
Tercero Arriba,23,OLIVA,344,ESCUELA NAC.DE COMERCIO,8113,0,2,25,2,15,0,33,3,0,139,0,2,2,1,224,7,1,0,232
Tercero Arriba,23,OLIVA,344,ESCUELA NAC.DE COMERCIO,8116,0,2,52,3,14,0,28,5,1,122,0,4,0,0,231,4,0,4,239
Tercero Arriba,23,OLIVA,344,ESCUELA NAC.DE COMERCIO,8117,0,4,42,2,11,0,32,2,0,128,0,2,0,1,224,6,5,0,235
Tercero Arriba,23,OLIVA,344,ESCUELA NAC.DE COMERCIO,8118,0,1,33,2,18,0,38,9,0,118,1,1,0,0,221,4,4,0,229
Tercero Arriba,23,OLIVA,344,ESCUELA NAC.DE COMERCIO,8123,0,3,46,3,12,0,34,4,0,112,1,2,0,1,0,3,7,0,228
Tercero Arriba,23,PUNTA DEL AGUA,347,ESC.PROV.S.A.GUTIERREZ,8130,0,3,12,1,0,0,31,3,0,124,0,0,0,0,176,2,4,0,182
Tercero Arriba,23,LAS ISLETILLAS,347A,ESC PROV GABRIELA MISTRAL,8131,0,1,40,2,0,0,19,0,1,106,0,0,0,2,171,9,5,0,185
Tercero Arriba,23,RIO TERCERO,348,ESCUELA N° 402,8240,0,5,47,3,1,0,19,6,1,137,2,2,0,4,227,10,13,0,250
Unión,26,BELL VILLE,375,ESC F AMEGHINO,8422,0,3,37,4,0,0,47,4,0,111,0,3,1,3,213,9,3,0,225
Unión,26,BELL VILLE,375,ESCUELA A MATTERSON,8438,0,3,42,2,0,0,63,4,1,90,1,2,2,1,211,14,10,0,235
Unión,26,BELL VILLE,375,ESCUELA A MATTERSON,8439,0,3,39,6,1,0,52,1,2,129,1,1,1,3,240,36,0,6,252
Unión,26,BELL VILLE,375,ESCUELA A MATTERSON,8446,0,2,27,3,1,0,46,5,2,126,1,0,0,0,213,4,9,0,226
Unión,26,BELL VILLE,375,ESC PONCIANO VIVANCO,8455,0,6,27,2,3,0,48,3,2,93,0,2,2,1,194,10,9,0,213
Unión,26,LABORDE,389,ESCUELA PROV DARDO ROCHA,8542,0,1,30,1,3,0,30,3,1,163,0,1,0,0,234,19,0,0,253
Unión,26,MONTE MAIZ,391,INSTITUTO SAGRADO CORAZON,8559,0,2,32,3,1,0,24,0,1,163,2,1,0,1,230,10,6,0,246
Unión,26,POSSE,396,INST DALMACIO VELEZ SARSFIELD,8611,0,1,55,5,1,0,23,3,0,125,0,2,2,3,220,6,7,0,233
